Source           Destination              Packets               Bytes
 170.135.199.195  156.55.84.167               456305            45722570
 156.55.84.167    170.135.199.195             455460           171879865
 156.36.204.246   147.249.148.14                 936              618071
 147.249.148.14   156.36.204.246                 579              189739
 156.36.204.245   147.249.148.13               10671             6607858
 147.249.148.13   156.36.204.245                6944             2387739
 170.132.113.5    170.135.199.195                388              180010
 170.135.199.195  170.132.113.5                  381               39725
 156.36.239.63    170.132.26.47                29564            22399465
 170.132.26.47    156.36.239.63                19235             4647297
 156.36.205.20    168.162.204.210                 45                5147
 168.162.204.210  156.36.205.20                   39               14993
 156.36.214.221   168.162.95.154                9076              570527
 168.162.95.154   156.36.214.221                6591             4671606
 156.55.84.167    170.135.2.11                  4112              225304
 170.135.2.11     156.55.84.167                 7808             9482715
 170.132.24.97    170.135.199.195             167284           109010318
 170.135.199.195  170.132.24.97               168665            41308408
 170.132.24.96    170.135.199.195             580673           383413086
 170.135.199.195  170.132.24.96               562475           113054338
